Gene1,Gene2,Score
esr1,aplp2,1169.0
esr1,tspan3,1070.0
esr1,nhp2,416.0
esr1,ap1s2,977.0
esr1,notch1,478.0
esr1,adssl1,444.0
esr1,ell2,718.0
esr1,rbpms,1240.0
esr1,fcho2,598.0
esr1,nfe2,936.0
esr1,gm2a,511.0
esr1,rras,354.0
esr1,ssh2,1276.0
esr1,gstm1,464.0
esr1,socs2,659.0
esr1,afdn,1104.0
esr1,sdc2,735.0
esr1,nceh1,555.0
esr1,plekhb1,571.0
esr1,gm4951,1134.0
esr1,il17ra,1961.0
esr1,eepd1,883.0
esr1,elovl5,683.0
esr1,lsp1,932.0
esr1,osgin1,398.0
esr1,frmd6,710.0
esr1,cdt1,500.0
esr1,efna1,841.0
esr1,arrdc4,684.0
esr1,lhcgr,1383.0
esr1,pld4,393.0
esr1,mgat1,672.0
esr1,klf6,549.0
esr1,btg2,434.0
esr1,gbp9,1058.0
esr1,erp29,463.0
esr1,meis1,242.0
esr1,cd63,458.0
esr1,camk1d,768.0
esr1,prnp,498.0
esr1,nr3c2,964.0
esr1,hnrnpab,393.0
esr1,itsn1,404.0
esr1,pygl,850.0
esr1,xdh,800.0
esr1,slc22a3,1213.0
esr1,tgm2,363.0
esr1,nudt19,618.0
esr1,mcm7,636.0
esr1,cdk19,416.0
esr1,zfp62,435.0
esr1,cpq,882.0
esr1,uap1l1,503.0
esr1,slc25a5,429.0
esr1,chrnb1,733.0
esr1,serp1,468.0
esr1,rora,727.0
esr1,hsd3b7,472.0
esr1,snap47,465.0
esr1,rnf213,914.0
esr1,tmem123,474.0
esr1,nucb2,657.0
esr1,sdsl,1381.0
esr1,mpzl1,620.0
esr1,rab27b,471.0
esr1,cbx7,460.0
esr1,abhd17b,382.0
esr1,dynll1,477.0
esr1,npm1,413.0
esr1,slc18a1,468.0
esr1,rpl41,420.0
esr1,hlf,460.0
esr1,itgb5,801.0
esr1,rgs19,977.0
esr1,ttll7,611.0
esr1,dck,655.0
esr1,maml3,435.0
esr1,mrvi1,623.0
esr1,ctsl,490.0
esr1,spns2,1202.0
esr1,cish,559.0
esr1,ccdc136,922.0
esr1,rab40b,417.0
esr1,tmem14c,726.0
esr1,gng11,792.0
esr1,mtus1,687.0
esr1,nsmf,684.0
esr1,mcm5,645.0
esr1,ghr,538.0
esr1,h1f0,417.0
esr1,haao,1342.0
esr1,stk17b,489.0
esr1,tubb4b,371.0
esr1,bdh2,294.0
esr1,sat1,395.0
esr1,rarb,384.0
esr1,cd34,497.0
esr1,arhgef28,937.0
esr1,ppm1g,469.0
esr1,pgr,476.0
esr1,ifitm1,1068.0
esr1,fdft1,405.0
esr1,tipin,360.0
esr1,clec14a,616.0
esr1,mecom,375.0
esr1,smpdl3a,1076.0
esr1,ica1,491.0
esr1,anxa2,912.0
esr1,fhl1,1135.0
esr1,jpt1,303.0
esr1,il18bp,523.0
esr1,ldhb,272.0
esr1,tbc1d5,327.0
esr1,neo1,367.0
esr1,art4,646.0
esr1,zfp37,540.0
esr1,mogs,387.0
esr1,creg1,324.0
esr1,adamtsl5,903.0
esr1,il1r1,463.0
esr1,stxbp1,523.0
esr1,fads1,320.0
esr1,serpinb6a,399.0
esr1,plin3,369.0
esr1,otub2,306.0
esr1,dusp6,375.0
esr1,me2,309.0
esr1,rassf2,319.0
esr1,cks1b,326.0
esr1,tmem176b,579.0
esr1,camsap2,381.0
esr1,stard4,444.0
esr1,rnf38,338.0
esr1,man1a,557.0
esr1,nt5c3,318.0
esr1,gmnn,514.0
esr1,plcl1,432.0
esr1,runx1t1,571.0
esr1,pdgfd,649.0
esr1,gpx1,414.0
esr1,plxnc1,972.0
esr1,myo5a,452.0
esr1,blnk,292.0
esr1,ybx1,354.0
esr1,h2afy,413.0
esr1,pkia,396.0
esr1,ube2l6,225.0
esr1,gimap8,414.0
esr1,cbfb,318.0
esr1,foxo1,498.0
esr1,taldo1,308.0
esr1,arl11,255.0
esr1,nwd1,425.0
esr1,obsl1,311.0
esr1,gbp4,630.0
esr1,cav2,352.0
esr1,pstpip1,449.0
esr1,nckap1,364.0
esr1,tinagl1,316.0
esr1,slc26a11,339.0
esr1,app,511.0
esr1,fkbp9,810.0
esr1,ctr9,281.0
esr1,unc93b1,542.0
esr1,jam3,352.0
esr1,pkn3,357.0
esr1,pgrmc1,360.0
esr1,runx2,678.0
esr1,aldh1a1,519.0
esr1,rhbdf1,338.0
esr1,rnf125,517.0
esr1,ppcdc,304.0
esr1,fam171b,635.0
esr1,ifi27,209.0
esr1,ptp4a3,382.0
esr1,nupr1,327.0
esr1,clu,245.0
esr1,kcnk5,309.0
esr1,atpif1,279.0
esr1,ncapd2,329.0
esr1,pola2,352.0
esr1,fam171a1,351.0
esr1,ctnnal1,290.0
esr1,s100a6,347.0
esr1,clip3,296.0
esr1,zfp367,322.0
esr1,col4a2,625.0
esr1,col4a1,625.0
esr1,ifitm3,480.0
esr1,mpdz,342.0
esr1,fut8,257.0
esr1,mylk,365.0
esr1,rcsd1,816.0
esr1,mllt3,246.0
esr1,h2-dma,296.0
esr1,cox6a1,361.0
esr1,cd55,426.0
esr1,lactb,324.0
esr1,emp1,310.0
esr1,slc44a2,295.0
esr1,prdm16,732.0
esr1,igf1,268.0
esr1,msmo1,335.0
esr1,tapt1,383.0
esr1,trim59,291.0
esr1,gata2,460.0
esr1,myc,269.0
esr1,cd81,339.0
esr1,tfr2,248.0
esr1,cttn,269.0
esr1,pdgfc,362.0
esr1,snap23,195.0
esr1,slc16a2,203.0
esr1,eng,552.0
esr1,zfp422,158.0
esr1,vegfc,280.0
esr1,ampd2,256.0
esr1,mef2c,261.0
esr1,bcl2,217.0
esr1,cct2,343.0
esr1,fstl1,258.0
esr1,slc16a10,267.0
esr1,gbp2,623.0
esr1,tpm4,520.0
esr1,spc24,345.0
esr1,mctp2,345.0
esr1,zfp612,376.0
esr1,pag1,281.0
esr1,tmem173,451.0
esr1,wls,282.0
esr1,arhgef18,200.0
esr1,depp1,651.0
esr1,ctsg,298.0
esr1,mettl7a1,149.0
esr1,esam,548.0
esr1,gramd1a,274.0
esr1,jam2,620.0
esr1,arid5a,212.0
esr1,vav3,228.0
esr1,csgalnact1,453.0
esr1,hoxa9,318.0
esr1,tcaf1,252.0
esr1,sdc1,237.0
esr1,top2a,223.0
esr1,arhgap18,218.0
esr1,ccdc112,348.0
esr1,capg,264.0
esr1,adgrg1,350.0
esr1,scrn1,261.0
esr1,n4bp3,191.0
esr1,flna,281.0
esr1,cdkn1c,247.0
esr1,mamdc2,252.0
esr1,il17re,209.0
esr1,trib3,397.0
esr1,slco3a1,295.0
esr1,igfbp4,257.0
esr1,chst2,163.0
esr1,lyn,306.0
esr1,satb1,383.0
esr1,cdk6,286.0
esr1,rftn1,450.0
esr1,tead2,290.0
esr1,mn1,314.0
esr1,gpc1,258.0
esr1,casp12,203.0
esr1,tmsb4x,175.0
esr1,fgfr3,186.0
esr1,f2r,199.0
esr1,gng2,428.0
esr1,mpo,281.0
esr1,cd44,283.0
esr1,arhgap15,277.0
esr1,apoe,208.0
esr1,ucp2,270.0
esr1,plekhg6,598.0
esr1,akna,204.0
esr1,inhba,215.0
esr1,ppic,174.0
esr1,sult1a1,328.0
esr1,gda,363.0
esr1,cpxm1,413.0
esr1,prune2,168.0
esr1,cdk18,242.0
esr1,usp11,249.0
esr1,nfia,331.0
esr1,cavin2,311.0
esr1,tspan13,151.0
esr1,lgmn,202.0
esr1,serpinb1a,150.0
esr1,cers4,207.0
esr1,car2,524.0
esr1,tspan2,192.0
esr1,prr5,137.0
esr1,kazald1,203.0
esr1,trpv2,171.0
esr1,kit,264.0
esr1,npdc1,416.0
esr1,vamp5,201.0
esr1,tfec,223.0
esr1,adgrg3,205.0
esr1,prkch,168.0
esr1,cd9,197.0
esr1,otulinl,175.0
esr1,eya2,468.0
esr1,fut7,224.0
esr1,ccl9,455.0
esr1,nlrc3,192.0
esr1,zfp658,215.0
esr1,esr1,160.0
esr1,gp9,171.0
esr1,mycn,176.0
esr1,pde1b,170.0
esr1,rasa4,227.0
esr1,nrros,423.0
esr1,ptpre,155.0
esr1,slc16a11,316.0
esr1,aff3,194.0
esr1,gstt1,169.0
esr1,irf8,174.0
esr1,upp1,168.0
esr1,lck,183.0
esr1,plppr3,230.0
esr1,ramp1,156.0
esr1,paqr5,274.0
esr1,plxna1,170.0
esr1,kif17,265.0
esr1,vldlr,140.0
esr1,slc2a3,147.0
esr1,plxdc2,137.0
esr1,dpp4,280.0
esr1,parvg,198.0
esr1,rp2,196.0
esr1,pdgfrb,134.0
esr1,crip1,188.0
esr1,napsa,340.0
esr1,gas2l3,121.0
esr1,amigo2,160.0
esr1,uhrf1,125.0
esr1,itga6,306.0
esr1,golm1,203.0
esr1,cadps2,300.0
esr1,parp8,180.0
esr1,cx3cl1,106.0
esr1,dock10,144.0
esr1,tes,143.0
esr1,stk10,144.0
esr1,mpeg1,144.0
esr1,maged2,157.0
esr1,angpt1,147.0
esr1,gm973,143.0
esr1,abcg2,155.0
esr1,mki67,257.0
esr1,ankrd44,197.0
esr1,emb,153.0
esr1,zmiz1,140.0
esr1,wfdc2,164.0
esr1,tfpi,139.0
esr1,vwf,147.0
esr1,gpx3,243.0
esr1,rhoj,123.0
esr1,prim1,136.0
esr1,sfrp1,160.0
esr1,pkib,227.0
esr1,cox7b,112.0
esr1,slc6a15,123.0
esr1,prps2,136.0
esr1,ptger2,214.0
esr1,serpina3n,211.0
esr1,ubash3a,125.0
esr1,lcp1,190.0
esr1,ggta1,187.0
esr1,sp100,183.0
esr1,hnf4a,179.0
esr1,irf6,170.0
esr1,tbxa2r,160.0
esr1,slc35d3,160.0
esr1,pecam1,159.0
esr1,noxa1,155.0
esr1,gdf3,154.0
esr1,il18rap,143.0
esr1,clca3a1,143.0
esr1,abcg3,139.0
esr1,ndn,136.0
esr1,il12a,133.0
esr1,slc9a9,132.0
esr1,tek,131.0
esr1,vdr,127.0
esr1,arhgap27,127.0
esr1,il7r,125.0
esr1,itm2a,120.0
esr1,prss57,119.0
esr1,pde1c,118.0
esr1,ldhd,116.0
esr1,f11r,115.0
esr1,rhoh,109.0
esr1,ddx4,106.0
esr1,cmah,105.0
esr1,ptgs1,102.0
esr1,ndnf,101.0
foxo1,txnip,1386.0
foxo1,ltb,678.0
foxo1,coq8a,784.0
foxo1,rnf38,921.0
foxo1,rora,751.0
foxo1,maml3,510.0
foxo1,fcho2,648.0
foxo1,pola2,514.0
foxo1,ankrd44,553.0
foxo1,erp29,335.0
foxo1,card6,330.0
foxo1,st8sia4,459.0
foxo1,ppp1r15a,205.0
foxo1,mcm7,302.0
foxo1,slc39a13,199.0
foxo1,selenop,314.0
foxo1,ndrg2,186.0
foxo1,snap23,213.0
foxo1,cbfb,267.0
foxo1,ccng2,164.0
foxo1,stk17b,179.0
foxo1,tmem206,185.0
foxo1,ssh2,274.0
foxo1,lonp2,177.0
foxo1,rgs2,280.0
foxo1,pag1,177.0
foxo1,camsap2,171.0
foxo1,xrcc6,177.0
foxo1,tmem123,267.0
foxo1,hdac7,265.0
foxo1,lag3,168.0
foxo1,pafah2,252.0
foxo1,fut8,154.0
foxo1,mcm4,149.0
foxo1,serp1,146.0
foxo1,gmnn,206.0
foxo1,foxo1,187.0
foxo1,itgb7,107.0
foxo1,plscr4,166.0
foxo1,itsn1,161.0
foxo1,anxa5,157.0
foxo1,myct1,154.0
foxo1,mgat1,152.0
foxo1,satb1,147.0
foxo1,ppcdc,147.0
foxo1,selplg,145.0
foxo1,stard4,142.0
foxo1,gimap8,131.0
foxo1,prim1,126.0
foxo1,cd55,126.0
foxo1,kctd12,124.0
foxo1,klf6,123.0
foxo1,ikzf1,123.0
foxo1,slbp,114.0
foxo1,rhof,114.0
foxo1,cmah,114.0
foxo1,atp8b4,111.0
foxo1,dynll1,109.0
foxo1,myc,477.0
foxo1,cdkn1c,451.0
gata2,xrcc6,3212.0
gata2,nfe2,2303.0
gata2,itsn1,2493.0
gata2,p2rx1,2099.0
gata2,txnip,1431.0
gata2,gsn,2256.0
gata2,art4,2157.0
gata2,p2ry14,2123.0
gata2,btg2,1368.0
gata2,slc2a3,1366.0
gata2,tespa1,670.0
gata2,nt5c3,1673.0
gata2,hdac7,1217.0
gata2,spi1,1632.0
gata2,samsn1,782.0
gata2,sgms1,2134.0
gata2,ggt5,1719.0
gata2,selplg,1624.0
gata2,nlrc3,1609.0
gata2,cd63,1348.0
gata2,cst7,1544.0
gata2,ccng2,1283.0
gata2,neurl3,1061.0
gata2,lonp2,1276.0
gata2,slbp,1247.0
gata2,slc18a2,948.0
gata2,cish,772.0
gata2,pbld2,1586.0
gata2,nrros,1419.0
gata2,st8sia4,1194.0
gata2,tfr2,1772.0
gata2,lgmn,1075.0
gata2,rassf2,1167.0
gata2,arhgdib,715.0
gata2,irak3,1460.0
gata2,camsap2,997.0
gata2,spns2,1527.0
gata2,igfbp4,1144.0
gata2,tubb4b,1046.0
gata2,ppcdc,1155.0
gata2,nupr1,1080.0
gata2,lars2,966.0
gata2,spns3,1216.0
gata2,slc26a11,667.0
gata2,runx1t1,1417.0
gata2,laptm5,882.0
gata2,mki67,733.0
gata2,creg1,763.0
gata2,zfp658,898.0
gata2,mcm7,1074.0
gata2,napsa,794.0
gata2,elf1,545.0
gata2,ube2l6,835.0
gata2,mllt3,702.0
gata2,gfi1b,713.0
gata2,pafah2,786.0
gata2,cct2,512.0
gata2,angpt1,1073.0
gata2,ndnf,734.0
gata2,plin3,1083.0
gata2,shisa9,975.0
gata2,ppp1r15a,734.0
gata2,h1f0,907.0
gata2,gaa,893.0
gata2,zfp62,641.0
gata2,tfpi,727.0
gata2,ptpre,508.0
gata2,hacd4,763.0
gata2,tnfaip2,1803.0
gata2,rhof,807.0
gata2,ces2g,1585.0
gata2,elovl5,760.0
gata2,gbp9,1061.0
gata2,adssl1,388.0
gata2,gbp4,1289.0
gata2,pdcd4,1340.0
gata2,slc16a10,1109.0
gata2,ptp4a3,546.0
gata2,mgat1,559.0
gata2,cers4,738.0
gata2,fgd2,807.0
gata2,h2-dma,582.0
gata2,maml3,653.0
gata2,cd7,384.0
gata2,ghr,533.0
gata2,clec14a,1498.0
gata2,adgrg1,1154.0
gata2,xpc,843.0
gata2,tes,731.0
gata2,lax1,547.0
gata2,fuca2,669.0
gata2,pgr,1428.0
gata2,ucp2,506.0
gata2,cox6a1,574.0
gata2,pkia,991.0
gata2,slfn2,524.0
gata2,top2a,791.0
gata2,traf1,821.0
gata2,nhp2,1339.0
gata2,rbpms,490.0
gata2,eya2,814.0
gata2,c1rl,1242.0
gata2,mrvi1,1229.0
gata2,dtl,530.0
gata2,lrrc8c,618.0
gata2,slc29a1,1175.0
gata2,unc93b1,572.0
gata2,rag2,273.0
gata2,ampd2,562.0
gata2,cdt1,466.0
gata2,rpl41,589.0
gata2,slc39a13,384.0
gata2,fhl1,425.0
gata2,nsmf,444.0
gata2,dusp1,377.0
gata2,cd244a,420.0
gata2,abhd17b,465.0
gata2,tspan13,433.0
gata2,cipc,383.0
gata2,tsc22d3,413.0
gata2,lck,1024.0
gata2,tipin,411.0
gata2,tbc1d5,378.0
gata2,lcp1,500.0
gata2,cd33,495.0
gata2,nkg7,493.0
gata2,rasal3,487.0
gata2,ncapd2,422.0
gata2,cnn3,727.0
gata2,npm1,356.0
gata2,gramd1a,480.0
gata2,dock11,475.0
gata2,arid5a,336.0
gata2,plekhb1,545.0
gata2,hnrnpab,327.0
gata2,camk1d,345.0
gata2,arhgap18,380.0
gata2,stard4,315.0
gata2,ctsf,662.0
gata2,igf1,583.0
gata2,gpr171,400.0
gata2,cbfb,443.0
gata2,s100a6,326.0
gata2,uba7,451.0
gata2,gpx1,453.0
gata2,nceh1,439.0
gata2,itgb2,430.0
gata2,jpt1,512.0
gata2,cd44,426.0
gata2,coro1a,423.0
gata2,cfp,282.0
gata2,naip6,156.0
gata2,pf4,562.0
gata2,tyrobp,407.0
gata2,erp29,311.0
gata2,vamp1,328.0
gata2,prnp,409.0
gata2,cd55,396.0
gata2,tmem123,316.0
gata2,mcm4,463.0
gata2,fam110c,273.0
gata2,cdk19,355.0
gata2,atpif1,302.0
gata2,snap23,283.0
gata2,coq8a,492.0
gata2,rel,315.0
gata2,upp1,377.0
gata2,def8,289.0
gata2,plscr4,255.0
gata2,plk2,386.0
gata2,pecam1,254.0
gata2,esr1,332.0
gata2,me2,305.0
gata2,klf6,300.0
gata2,itpr2,343.0
gata2,cd9,672.0
gata2,ly9,266.0
gata2,rusc2,314.0
gata2,trib3,326.0
gata2,myct1,648.0
gata2,uqcr11,355.0
gata2,il12a,324.0
gata2,man1a,341.0
gata2,fam171b,251.0
gata2,slc25a5,315.0
gata2,gm2a,216.0
gata2,ggta1,273.0
gata2,arrdc4,401.0
gata2,dusp6,282.0
gata2,tmsb4x,216.0
gata2,ranbp1,225.0
gata2,kctd12,350.0
gata2,anxa5,224.0
gata2,abcg3,304.0
gata2,cd34,226.0
gata2,mecom,519.0
gata2,lactb,219.0
gata2,mpzl1,212.0
gata2,zfp367,293.0
gata2,tm6sf1,292.0
gata2,nckap1,209.0
gata2,trim16,204.0
gata2,clca3a1,447.0
gata2,aplp2,380.0
gata2,kazald1,154.0
gata2,fkbp9,368.0
gata2,vegfc,243.0
gata2,tmem206,283.0
gata2,ankrd33b,281.0
gata2,hlf,435.0
gata2,afdn,278.0
gata2,uap1l1,329.0
gata2,vamp5,215.0
gata2,rnf13,187.0
gata2,cd48,269.0
gata2,rab40b,352.0
gata2,adgrg3,263.0
gata2,slc39a6,196.0
gata2,kif17,258.0
gata2,dhrs3,214.0
gata2,ssh2,197.0
gata2,rps27l,282.0
gata2,card11,254.0
gata2,ap1s2,190.0
gata2,app,296.0
gata2,slc6a15,190.0
gata2,ctsb,234.0
gata2,sh2d5,245.0
gata2,znrf2,168.0
gata2,selenop,481.0
gata2,rora,477.0
gata2,gstt1,168.0
gata2,arpp21,235.0
gata2,akna,175.0
gata2,slc44a2,232.0
gata2,plxdc2,167.0
gata2,slc35d3,229.0
gata2,ppm1g,191.0
gata2,bdh2,448.0
gata2,rhoh,224.0
gata2,itgb7,441.0
gata2,ctnnal1,220.0
gata2,stk17b,190.0
gata2,nudt19,218.0
gata2,hoxa9,435.0
gata2,fdft1,184.0
gata2,gm973,426.0
gata2,serpina3f,223.0
gata2,fam171a1,149.0
gata2,slc18a1,157.0
gata2,socs2,173.0
gata2,rab27b,205.0
gata2,osgin1,205.0
gata2,mpdz,409.0
gata2,gda,202.0
gata2,arhgap27,202.0
gata2,f2r,202.0
gata2,serp1,135.0
gata2,serpinb6a,200.0
gata2,dck,199.0
gata2,golm1,196.0
gata2,nucb2,166.0
gata2,frmd6,388.0
gata2,mcm5,387.0
gata2,meis1,386.0
gata2,ankrd44,193.0
gata2,kit,193.0
gata2,arhgef39,193.0
gata2,lyn,193.0
gata2,pdgfrb,382.0
gata2,cd93,147.0
gata2,tmem268,187.0
gata2,gstm1,373.0
gata2,mlph,186.0
gata2,gm4951,372.0
gata2,ell2,132.0
gata2,emb,182.0
gata2,clip3,363.0
gata2,prss57,362.0
gata2,hspe1,180.0
gata2,gng2,122.0
gata2,tcaf1,122.0
gata2,jam3,136.0
gata2,ptger2,349.0
gata2,trpv2,347.0
gata2,gmnn,174.0
gata2,rnf38,124.0
gata2,otub2,119.0
gata2,pygl,154.0
gata2,irf6,163.0
gata2,card6,194.0
gata2,tmem14c,123.0
gata2,neo1,155.0
gata2,pde1c,108.0
gata2,fcgrt,296.0
gata2,nr3c2,295.0
gata2,ifi27,294.0
gata2,panx1,146.0
gata2,car2,144.0
gata2,dynll1,286.0
gata2,nfia,283.0
gata2,cd81,283.0
gata2,ttc39b,141.0
gata2,xdh,280.0
gata2,fstl1,280.0
gata2,rras,278.0
gata2,hsd3b7,276.0
gata2,slc16a11,269.0
gata2,prim1,133.0
gata2,sdc2,265.0
gata2,itga6,132.0
gata2,ldhb,262.0
gata2,cd52,262.0
gata2,klf3,130.0
gata2,arhgap29,260.0
gata2,rab38,129.0
gata2,pirb,141.0
gata2,cttn,258.0
gata2,prps2,127.0
gata2,enpp5,127.0
gata2,satb1,416.0
gata2,ndrg2,251.0
gata2,pgrmc1,245.0
gata2,smpdl3a,122.0
gata2,serpina3g,141.0
gata2,cav2,122.0
gata2,syk,121.0
gata2,anxa2,241.0
gata2,rgs2,239.0
gata2,myc,239.0
gata2,pstpip1,117.0
gata2,snap47,232.0
gata2,dock10,116.0
gata2,vwf,416.0
gata2,ikzf1,114.0
gata2,cpq,112.0
gata2,ccdc112,112.0
gata2,pbx1,223.0
gata2,rnf125,112.0
gata2,aldh1a1,221.0
gata2,lgals1,220.0
gata2,hck,110.0
gata2,dennd2d,109.0
gata2,zbtb20,217.0
gata2,pag1,109.0
gata2,ybx1,214.0
gata2,zyx,212.0
gata2,serpinb1a,211.0
gata2,arhgef18,211.0
gata2,stk10,105.0
gata2,rgs19,103.0
gata2,gas2l3,103.0
gata2,casp12,205.0
gata2,vav3,204.0
gata2,mettl7a1,204.0
gata2,serpinf1,202.0
gata2,runx2,101.0
gata2,prune2,102.0
gata2,zmiz1,196.0
gata2,noxa1,195.0
gata2,efna1,186.0
gata2,cdkn1c,181.0
gata2,spc24,180.0
gata2,mtus1,179.0
gata2,fcho2,179.0
gata2,usp11,173.0
gata2,wls,171.0
gata2,mmrn1,171.0
gata2,ifi27l2a,171.0
gata2,cdk17,171.0
gata2,ctsl,169.0
gata2,jam2,168.0
gata2,ctr9,165.0
gata2,pdgfd,164.0
gata2,mogs,158.0
gata2,sdc1,155.0
gata2,lsp1,155.0
gata2,hmgb2,153.0
gata2,btla,151.0
gata2,prkch,150.0
gata2,fads1,150.0
gata2,abcg2,150.0
gata2,flna,146.0
gata2,foxo1,142.0
gata2,notch1,140.0
gata2,fut8,137.0
gata2,zfp37,136.0
gata2,sat1,133.0
gata2,slc16a2,130.0
gata2,ctsh,130.0
gata2,clu,130.0
gata2,zfp422,129.0
gata2,mef2c,125.0
gata2,d630039a03rik,122.0
gata2,col4a2,122.0
gata2,col4a1,122.0
gata2,taldo1,121.0
gata2,apoe,121.0
gata2,tns2,120.0
gata2,rarb,120.0
gata2,gbp2,119.0
gata2,tm4sf1,114.0
gata2,kcnk5,111.0
gata2,rasa4,108.0
gata2,pde1b,108.0
gata2,ifitm3,103.0
gfi1b,gfi1b,2153.0
gfi1b,mpzl1,1534.0
gfi1b,itsn1,1296.0
gfi1b,hmgb2,1270.0
gfi1b,gm2a,1593.0
gfi1b,zfp658,2246.0
gfi1b,camsap2,800.0
gfi1b,gas2l3,698.0
gfi1b,abhd17b,652.0
gfi1b,arid5a,644.0
gfi1b,spi1,772.0
gfi1b,itgb5,1263.0
gfi1b,laptm5,624.0
gfi1b,rel,501.0
gfi1b,ccng2,426.0
gfi1b,hnrnpab,787.0
gfi1b,ranbp1,463.0
gfi1b,myct1,770.0
gfi1b,elovl5,364.0
gfi1b,clec12a,505.0
gfi1b,dock10,396.0
gfi1b,nfe2,338.0
gfi1b,meis1,416.0
gfi1b,rgs19,283.0
gfi1b,cfp,338.0
gfi1b,csgalnact1,502.0
gfi1b,procr,584.0
gfi1b,rassf2,346.0
gfi1b,ctss,448.0
gfi1b,neurl3,531.0
gfi1b,lgmn,367.0
gfi1b,trim16,212.0
gfi1b,tmem173,303.0
gfi1b,pkn3,228.0
gfi1b,parp8,318.0
gfi1b,myo5a,322.0
gfi1b,slc26a11,213.0
gfi1b,card6,225.0
gfi1b,lars2,158.0
gfi1b,dhrs3,233.0
gfi1b,cks1b,388.0
gfi1b,mamdc2,197.0
gfi1b,vav3,375.0
gfi1b,plppr3,234.0
gfi1b,mcm4,173.0
gfi1b,cd244a,257.0
gfi1b,znrf2,226.0
gfi1b,cdk6,172.0
gfi1b,ssh2,205.0
gfi1b,nceh1,191.0
gfi1b,rgs2,165.0
gfi1b,pf4,165.0
gfi1b,def8,112.0
gfi1b,cmah,299.0
gfi1b,foxo1,171.0
gfi1b,cpq,155.0
gfi1b,slc39a13,164.0
gfi1b,mcm7,176.0
gfi1b,tespa1,162.0
gfi1b,rbpms,263.0
gfi1b,ttc39b,148.0
gfi1b,serpinb1a,258.0
gfi1b,fut7,258.0
gfi1b,kit,129.0
gfi1b,cd44,156.0
gfi1b,ikzf1,173.0
gfi1b,tmem123,131.0
gfi1b,serpinb6a,170.0
gfi1b,hspe1,148.0
gfi1b,mettl7a1,248.0
gfi1b,mycn,244.0
gfi1b,gmnn,239.0
gfi1b,rasal3,137.0
gfi1b,nckap1,135.0
gfi1b,slc18a2,218.0
gfi1b,npm1,124.0
gfi1b,cdt1,216.0
gfi1b,itpr2,111.0
gfi1b,cav2,215.0
gfi1b,vamp1,211.0
gfi1b,irf8,207.0
gfi1b,mgat1,205.0
gfi1b,ctsl,205.0
gfi1b,serp1,106.0
gfi1b,rnf13,199.0
gfi1b,slc44a2,198.0
gfi1b,dtl,118.0
gfi1b,itgal,102.0
gfi1b,adssl1,193.0
gfi1b,tmem268,108.0
gfi1b,pecam1,187.0
gfi1b,arhgdib,187.0
gfi1b,tyrobp,182.0
gfi1b,fcgrt,182.0
gfi1b,zfp62,109.0
gfi1b,uap1l1,175.0
gfi1b,satb1,174.0
gfi1b,btla,174.0
gfi1b,plin3,173.0
gfi1b,dynll1,172.0
gfi1b,ppp1r15a,171.0
gfi1b,slc2a3,170.0
gfi1b,tbc1d5,169.0
gfi1b,zfp367,165.0
gfi1b,fuca2,162.0
gfi1b,shroom4,159.0
gfi1b,rab38,154.0
gfi1b,lactb,154.0
gfi1b,hdac7,154.0
gfi1b,tfec,151.0
gfi1b,maml3,151.0
gfi1b,inhba,151.0
gfi1b,ube2l6,148.0
gfi1b,syk,148.0
gfi1b,chst2,146.0
gfi1b,slbp,145.0
gfi1b,txnip,143.0
gfi1b,kctd12,140.0
gfi1b,art4,138.0
gfi1b,tmem246,137.0
gfi1b,rnf125,136.0
gfi1b,plekhb1,135.0
gfi1b,ptpre,130.0
gfi1b,vamp5,128.0
gfi1b,nupr1,128.0
gfi1b,pygl,127.0
gfi1b,cd33,127.0
gfi1b,tifab,126.0
gfi1b,tes,124.0
gfi1b,erp29,123.0
gfi1b,upp1,122.0
gfi1b,gm1966,122.0
gfi1b,cd69,122.0
gfi1b,cd48,122.0
gfi1b,prnp,120.0
gfi1b,pafah2,118.0
gfi1b,ctr9,118.0
gfi1b,lonp2,116.0
gfi1b,cdk19,116.0
gfi1b,ccl9,115.0
gfi1b,stk17b,114.0
gfi1b,cd38,113.0
gfi1b,esr1,112.0
gfi1b,zmiz1,110.0
gfi1b,dck,109.0
gfi1b,tapt1,108.0
gfi1b,me2,108.0
gfi1b,kazald1,108.0
gfi1b,itgb2,108.0
gfi1b,cct2,108.0
gfi1b,xrcc6,107.0
gfi1b,cd53,107.0
gfi1b,tmem14c,106.0
gfi1b,il7r,105.0
gfi1b,spc24,104.0
gfi1b,ppm1g,104.0
gfi1b,gpx1,104.0
gfi1b,efna1,104.0
gfi1b,rusc2,103.0
gfi1b,rnf38,101.0
ikzf1,elf1,1324.0
ikzf1,pkn3,1859.0
ikzf1,slc39a13,1526.0
ikzf1,nfe2,1578.0
ikzf1,nceh1,1518.0
ikzf1,nhp2,1402.0
ikzf1,frmd6,1609.0
ikzf1,gstm1,1385.0
ikzf1,cish,1303.0
ikzf1,kazald1,1095.0
ikzf1,dusp5,1264.0
ikzf1,laptm5,1043.0
ikzf1,arhgdib,1124.0
ikzf1,tbxa2r,1122.0
ikzf1,ppp1r15a,1392.0
ikzf1,f2r,1699.0
ikzf1,ucp2,1257.0
ikzf1,unc93b1,1246.0
ikzf1,arid5a,1080.0
ikzf1,snap47,743.0
