Gene1,Gene2,Score
elf4,zfp930,2108.0
elf4,ap5m1,1947.0
elf4,mrm1,1769.0
elf4,cd1d1,2028.0
elf4,zdhhc6,1664.0
elf4,mcm3,2053.0
elf4,atp13a1,1910.0
elf4,rad51,2018.0
elf4,zfp110,1781.0
elf4,rad21,2191.0
elf4,nudcd1,1873.0
elf4,atg16l1,1676.0
elf4,copg1,1761.0
elf4,galk2,1985.0
elf4,cdc45,1976.0
elf4,mau2,1996.0
elf4,ncln,1931.0
elf4,d10wsu102e,1573.0
elf4,taf12,2906.0
elf4,wdr55,1704.0
elf4,nasp,1507.0
elf4,colgalt1,1643.0
elf4,etf1,2210.0
elf4,qars,1719.0
elf4,rfesd,1760.0
elf4,cdc20,1613.0
elf4,myo1g,1736.0
elf4,gosr2,2553.0
elf4,ccng1,1921.0
elf4,cpt2,2741.0
elf4,gars,1726.0
elf4,g6pdx,1483.0
elf4,slc25a45,1422.0
elf4,lyrm4,1388.0
elf4,snrnp200,1400.0
elf4,ubxn2b,2407.0
elf4,wdr36,1497.0
elf4,eif1ad,1404.0
elf4,nif3l1,1515.0
elf4,wdr5,1383.0
elf4,cenpa,1531.0
elf4,ftsj3,1413.0
elf4,dcaf4,1646.0
elf4,rexo4,1664.0
elf4,foxred1,1930.0
elf4,rabif,1914.0
elf4,zfp62,1203.0
elf4,ilvbl,1463.0
elf4,zkscan3,1362.0
elf4,fuca2,1428.0
elf4,terf2ip,1329.0
elf4,ints13,1172.0
elf4,cdca5,1175.0
elf4,apeh,1760.0
elf4,mis12,1362.0
elf4,slc25a46,1588.0
elf4,scrn3,1245.0
elf4,mapkapk3,1273.0
elf4,tango2,2650.0
elf4,hars,1160.0
elf4,hars2,1160.0
elf4,2210016f16rik,2216.0
elf4,arap1,1292.0
elf4,sptlc1,1427.0
elf4,sgta,1087.0
elf4,cd48,1237.0
elf4,erlin2,1341.0
elf4,e2f4,1195.0
elf4,abtb1,1056.0
elf4,ubr1,1416.0
elf4,slc31a1,1100.0
elf4,cyb5r3,1406.0
elf4,prkab1,1721.0
elf4,hsd3b7,1254.0
elf4,topors,1195.0
elf4,tvp23b,1662.0
elf4,zfp35,1267.0
elf4,uros,1219.0
elf4,plcb2,1389.0
elf4,cdk19,1317.0
elf4,trmt11,1161.0
elf4,pqlc1,1120.0
elf4,psmf1,1126.0
elf4,ptdss1,1189.0
elf4,plbd2,1428.0
elf4,mogs,1028.0
elf4,tars,1163.0
elf4,wdhd1,2307.0
elf4,gfm1,1009.0
elf4,thumpd3,1508.0
elf4,trim30a,956.0
elf4,mis18bp1,1361.0
elf4,nup155,1146.0
elf4,fzr1,1229.0
elf4,1700017b05rik,1237.0
elf4,mcm4,1160.0
elf4,atg12,1295.0
elf4,kat7,949.0
elf4,nceh1,1150.0
elf4,mars,975.0
elf4,pot1a,1184.0
elf4,ampd3,1087.0
elf4,pwp2,1018.0
elf4,naa50,1067.0
elf4,bysl,1023.0
elf4,atp6v1a,1067.0
elf4,atp7b,930.0
elf4,alg11,930.0
elf4,e2f8,1043.0
elf4,ckap2l,1061.0
elf4,rasal3,955.0
elf4,coa5,1378.0
elf4,rnf115,1051.0
elf4,kif22,1101.0
elf4,lztr1,899.0
elf4,plin3,1027.0
elf4,tmc6,954.0
elf4,tcf12,969.0
elf4,ubr7,1248.0
elf4,arhgap15,925.0
elf4,cenpe,1036.0
elf4,golt1b,1750.0
elf4,zdhhc13,1344.0
elf4,rnf13,821.0
elf4,ostm1,1776.0
elf4,tpx2,941.0
elf4,sp100,1251.0
elf4,arl6ip6,918.0
elf4,atad2,892.0
elf4,dnpep,1111.0
elf4,rad51ap1,992.0
elf4,exoc3,959.0
elf4,steap3,1097.0
elf4,capn7,1029.0
elf4,edc3,1467.0
elf4,morc3,1286.0
elf4,asf1b,1162.0
elf4,rassf5,993.0
elf4,alad,1926.0
elf4,rrm1,1106.0
elf4,dnajc5,924.0
elf4,mettl8,1178.0
elf4,narfl,705.0
elf4,naga,1073.0
elf4,tcp11l2,1020.0
elf4,dhfr,1093.0
elf4,abl1,946.0
elf4,zfp24,1003.0
elf4,crnkl1,772.0
elf4,anxa4,817.0
elf4,umps,753.0
elf4,rab32,972.0
elf4,plaa,851.0
elf4,ncapg,887.0
elf4,gramd1a,681.0
elf4,zfp322a,1018.0
elf4,stat3,851.0
elf4,tcirg1,994.0
elf4,uba5,813.0
elf4,sppl2a,752.0
elf4,cyth4,740.0
elf4,psen1,770.0
elf4,ccnb2,994.0
elf4,lyz2,820.0
elf4,timm29,805.0
elf4,dcaf11,724.0
elf4,gstm1,766.0
elf4,fos,910.0
elf4,cdc6,659.0
elf4,fes,830.0
elf4,pdcl,792.0
elf4,rfc5,1494.0
elf4,fam76b,681.0
elf4,mtmr6,927.0
elf4,prkch,1519.0
elf4,slc6a6,957.0
elf4,urod,826.0
elf4,gmcl1,969.0
elf4,pon2,640.0
elf4,spryd4,663.0
elf4,crk,706.0
elf4,pfkm,808.0
elf4,nolc1,578.0
elf4,cdt1,741.0
elf4,dpp8,867.0
elf4,vps26c,1401.0
elf4,tmx3,739.0
elf4,selenbp1,893.0
elf4,rnf139,914.0
elf4,map4k2,792.0
elf4,zfp945,633.0
elf4,ndc1,885.0
elf4,dock2,855.0
elf4,cd82,806.0
elf4,supt7l,778.0
elf4,trmt2a,1295.0
elf4,zfp36,957.0
elf4,fastkd2,829.0
elf4,ebi3,651.0
elf4,zfp871,622.0
elf4,aldh18a1,671.0
elf4,vkorc1l1,770.0
elf4,ppox,648.0
elf4,nup93,738.0
elf4,gatm,733.0
elf4,gusb,732.0
elf4,prelid3b,1114.0
elf4,ndor1,978.0
elf4,lcp2,573.0
elf4,ctla2b,778.0
elf4,cln5,589.0
elf4,pcyt1a,1068.0
elf4,tubgcp3,1011.0
elf4,nek9,536.0
elf4,nusap1,576.0
elf4,calu,493.0
elf4,tbcd,576.0
elf4,msh6,827.0
elf4,mcm2,577.0
elf4,ncapd2,607.0
elf4,anxa5,615.0
elf4,nt5dc1,612.0
elf4,prim2,626.0
elf4,neurl3,707.0
elf4,hnrnpll,1131.0
elf4,narf,600.0
elf4,mt1,598.0
elf4,nptn,558.0
elf4,smim15,1063.0
elf4,ipo4,502.0
elf4,rgs19,560.0
elf4,abcf3,598.0
elf4,treml2,661.0
elf4,nedd1,1101.0
elf4,knstrn,520.0
elf4,psmd9,640.0
elf4,casp4,481.0
elf4,prpf4,512.0
elf4,cenpk,470.0
elf4,uba7,508.0
elf4,slc30a6,574.0
elf4,psen2,1099.0
elf4,mki67,443.0
elf4,pld3,520.0
elf4,vwa5a,562.0
elf4,rtp4,524.0
elf4,serpinb9,671.0
elf4,slc35a1,958.0
elf4,tbc1d10c,541.0
elf4,sacm1l,478.0
elf4,bid,534.0
elf4,zfp367,659.0
elf4,prps1,621.0
elf4,klhl24,652.0
elf4,tmem164,585.0
elf4,btrc,576.0
elf4,ctsc,471.0
elf4,chuk,669.0
elf4,jpt2,544.0
elf4,nadk,575.0
elf4,ndel1,577.0
elf4,tmx1,883.0
elf4,zfp961,488.0
elf4,mcm5,566.0
elf4,seh1l,486.0
elf4,phax,492.0
elf4,nop2,585.0
elf4,vim,533.0
elf4,gmfb,810.0
elf4,uap1l1,437.0
elf4,fkbp1a,611.0
elf4,wdr4,771.0
elf4,elovl1,783.0
elf4,casp2,479.0
elf4,haus2,795.0
elf4,ccne1,529.0
elf4,aar2,483.0
elf4,tyms,544.0
elf4,abcb8,502.0
elf4,cops8,425.0
elf4,tmem173,440.0
elf4,dnajc10,440.0
elf4,prps2,430.0
elf4,herc4,681.0
elf4,smc2,526.0
elf4,me2,800.0
elf4,ypel3,718.0
elf4,cep70,645.0
elf4,ccdc137,980.0
elf4,gimap6,376.0
elf4,ubap1,603.0
elf4,dennd1c,397.0
elf4,prss50,353.0
elf4,rasa3,510.0
elf4,xpr1,553.0
elf4,tor3a,958.0
elf4,fbxo5,417.0
elf4,farsb,471.0
elf4,abi1,426.0
elf4,mgst3,589.0
elf4,mfsd1,503.0
elf4,rbpms,434.0
elf4,arl8b,522.0
elf4,pqlc3,496.0
elf4,mthfd1,558.0
elf4,elp2,475.0
elf4,cog7,335.0
elf4,p2rx4,779.0
elf4,clptm1l,924.0
elf4,chp1,601.0
elf4,copb1,452.0
elf4,ctse,391.0
elf4,jun,377.0
elf4,exoc2,907.0
elf4,tmem68,641.0
elf4,cast,411.0
elf4,vps35,396.0
elf4,orc6,396.0
elf4,tubgcp5,412.0
elf4,ado,358.0
elf4,tmem109,455.0
elf4,rpp40,439.0
elf4,cdk1,525.0
elf4,ift140,387.0
elf4,ptpn12,377.0
elf4,slc25a38,420.0
elf4,armt1,837.0
elf4,p2ry14,392.0
elf4,psmd5,433.0
elf4,zfp655,409.0
elf4,ifi203,537.0
elf4,march6,432.0
elf4,vps11,434.0
elf4,timm50,303.0
elf4,mfsd14b,346.0
elf4,hacd3,440.0
elf4,ifrd2,367.0
elf4,orc2,311.0
elf4,itfg1,731.0
elf4,eif2b1,659.0
elf4,9430015g10rik,397.0
elf4,aurkb,289.0
elf4,stxbp3,313.0
elf4,stx12,661.0
elf4,wdr45b,581.0
elf4,usp4,775.0
elf4,decr1,559.0
elf4,tmem185a,296.0
elf4,picalm,427.0
elf4,plec,378.0
elf4,ddx20,438.0
elf4,lmna,371.0
elf4,tes,287.0
elf4,ppat,603.0
elf4,stt3b,739.0
elf4,epsti1,290.0
elf4,tollip,390.0
elf4,hacd4,425.0
elf4,fnta,330.0
elf4,lpcat3,714.0
elf4,limd2,364.0
elf4,sptbn1,375.0
elf4,dok2,501.0
elf4,xpnpep1,278.0
elf4,orc5,511.0
elf4,snapc3,489.0
elf4,nol9,697.0
elf4,kif20b,527.0
elf4,pole3,423.0
elf4,chmp7,413.0
elf4,ifi30,323.0
elf4,gcnt2,302.0
elf4,cpox,422.0
elf4,pde4b,449.0
elf4,tnfaip2,248.0
elf4,rgs1,472.0
elf4,anxa1,271.0
elf4,lsp1,460.0
elf4,ganab,360.0
elf4,tfrc,429.0
elf4,abcg2,310.0
elf4,mndal,441.0
elf4,tmem176b,405.0
elf4,tmem176a,405.0
elf4,champ1,630.0
elf4,slc41a3,348.0
elf4,rcc1,278.0
elf4,iars2,426.0
elf4,cish,258.0
elf4,tspan14,316.0
elf4,hpn,214.0
elf4,ftsj1,316.0
elf4,psmd6,336.0
elf4,far1,604.0
elf4,oat,416.0
elf4,uhrf1,259.0
elf4,pitpnb,595.0
elf4,prmt7,587.0
elf4,iars,270.0
elf4,dph6,459.0
elf4,trim47,248.0
elf4,aldh9a1,328.0
elf4,spc25,306.0
elf4,sgo1,350.0
elf4,acaa2,314.0
elf4,ahcyl1,318.0
elf4,chmp3,448.0
elf4,casp3,363.0
elf4,dennd2d,209.0
elf4,rnf213,336.0
elf4,rars,359.0
elf4,otud6b,541.0
elf4,fam45a,331.0
elf4,cbfb,539.0
elf4,4833439l19rik,381.0
elf4,ube2g2,280.0
elf4,scfd1,414.0
elf4,pip4k2a,525.0
elf4,ube2c,358.0
elf4,gorasp1,516.0
elf4,bclaf3,513.0
elf4,birc5,308.0
elf4,lap3,504.0
elf4,cdca8,253.0
elf4,snx10,213.0
elf4,shcbp1,309.0
elf4,ccnf,260.0
elf4,fpgs,299.0
elf4,eftud2,486.0
elf4,kidins220,254.0
elf4,cyp20a1,480.0
elf4,utp4,475.0
elf4,atad1,475.0
elf4,ddx1,470.0
elf4,nudt19,273.0
elf4,tubgcp2,464.0
elf4,zfp397,463.0
elf4,nsmaf,192.0
elf4,rprd1b,270.0
elf4,nsdhl,191.0
elf4,cyb5r1,280.0
elf4,ak3,350.0
elf4,lig1,244.0
elf4,pkm,250.0
elf4,clpx,185.0
elf4,abcb4,330.0
elf4,top2a,307.0
elf4,bap1,238.0
elf4,adk,285.0
elf4,rmnd5a,268.0
elf4,pwp1,230.0
elf4,elf4,218.0
elf4,isyna1,214.0
elf4,pold1,265.0
elf4,ckap2,420.0
elf4,xpc,417.0
elf4,wars,281.0
elf4,serpina3g,416.0
elf4,bub1b,253.0
elf4,usp37,228.0
elf4,h2-dmb1,249.0
elf4,mavs,249.0
elf4,c330018d20rik,403.0
elf4,net1,210.0
elf4,h2-ob,292.0
elf4,ncaph,259.0
elf4,tmem206,218.0
elf4,ranbp3,391.0
elf4,fgfr1op,208.0
elf4,irf1,198.0
elf4,ctso,248.0
elf4,unk,264.0
elf4,fech,376.0
elf4,fam91a1,375.0
elf4,rnase6,248.0
elf4,gskip,220.0
elf4,mtap,235.0
elf4,nfkbia,239.0
elf4,adamts10,363.0
elf4,wls,221.0
elf4,psat1,222.0
elf4,asb8,348.0
elf4,anapc4,347.0
elf4,nudt9,224.0
elf4,nup88,135.0
elf4,uap1,334.0
elf4,gna13,178.0
elf4,mettl7a1,320.0
elf4,cers5,315.0
elf4,tpp1,177.0
elf4,ercc8,206.0
elf4,fam136a,167.0
elf4,slc30a5,299.0
elf4,dus1l,299.0
elf4,zfp639,295.0
elf4,ap1b1,295.0
elf4,xrcc5,160.0
elf4,rfc4,154.0
elf4,il15,282.0
elf4,minpp1,279.0
elf4,ccnb1,277.0
elf4,alg9,277.0
elf4,gyg,275.0
elf4,cdca4,274.0
elf4,atp2a3,273.0
elf4,zkscan17,271.0
elf4,ddx58,271.0
elf4,rmnd5b,269.0
elf4,2610301b20rik,268.0
elf4,emilin1,267.0
elf4,dis3l2,266.0
elf4,golph3,265.0
elf4,tbxas1,263.0
elf4,lcp1,188.0
elf4,h1f0,263.0
elf4,acss2,137.0
elf4,pbk,147.0
elf4,hagh,258.0
elf4,esyt2,257.0
elf4,ctps,256.0
elf4,anapc2,254.0
elf4,rdh11,179.0
elf4,pmpca,241.0
elf4,klhl6,237.0
elf4,nde1,233.0
elf4,elp3,233.0
elf4,rnf145,117.0
elf4,klhl23,225.0
elf4,arhgap4,223.0
elf4,cytip,217.0
elf4,mfng,215.0
elf4,cog6,204.0
elf4,d1ertd622e,203.0
elf4,blvrb,202.0
elf4,rcor1,198.0
elf4,pml,196.0
elf4,slc14a1,195.0
elf4,plin2,195.0
elf4,cd84,195.0
elf4,nit1,194.0
elf4,dhx33,194.0
elf4,tcn2,192.0
elf4,dlst,191.0
elf4,arhgef6,190.0
elf4,ppil4,189.0
elf4,wdsub1,188.0
elf4,ubl4a,188.0
elf4,ppm1h,188.0
elf4,poglut1,186.0
elf4,procr,185.0
elf4,hmmr,185.0
elf4,dnajc11,185.0
elf4,pja2,183.0
elf4,prc1,182.0
elf4,mt2,181.0
elf4,txnrd2,180.0
elf4,polr2b,180.0
elf4,slc7a4,179.0
elf4,polr1b,179.0
elf4,lonp1,179.0
elf4,cyth3,179.0
elf4,gmnn,177.0
elf4,stxbp4,175.0
elf4,dusp1,175.0
elf4,tbl3,174.0
elf4,pitrm1,174.0
elf4,stk25,172.0
elf4,metap1,172.0
elf4,fignl1,171.0
elf4,alkbh8,169.0
elf4,hmbs,168.0
elf4,ptcd3,167.0
elf4,slc44a2,165.0
elf4,fbxw5,165.0
elf4,grn,164.0
elf4,nampt,163.0
elf4,calcrl,163.0
elf4,cnp,161.0
elf4,cela1,161.0
elf4,cpq,160.0
elf4,clic4,158.0
elf4,kif11,155.0
elf4,zfp451,154.0
elf4,zyx,153.0
elf4,st6galnac4,150.0
elf4,cdc7,145.0
elf4,lrrc8c,144.0
elf4,zzz3,142.0
elf4,pacs1,136.0
elf4,march5,130.0
elf4,slc19a1,127.0
elf4,plk1,127.0
elf4,tbc1d15,124.0
elf4,gypa,124.0
elf4,sigirr,123.0
elf4,gnpda1,123.0
elf4,armc8,123.0
elf4,coro1a,121.0
elf4,gbp2,115.0
elf4,pigq,108.0
elf4,st8sia4,106.0
elf4,pcyt2,103.0
fos,ube2c,2792.0
fos,dcaf11,1751.0
fos,lmna,1340.0
fos,top2a,1849.0
fos,foxred1,1389.0
fos,sun1,1652.0
fos,jpt2,2124.0
fos,abcb8,1251.0
fos,myh10,1961.0
fos,mis12,1615.0
fos,spc25,1427.0
fos,ift140,1405.0
fos,nubp2,841.0
fos,mcm5,1573.0
fos,cdca3,899.0
fos,golt1b,1436.0
fos,nusap1,1459.0
fos,wdr36,948.0
fos,slc25a45,746.0
fos,vim,839.0
fos,qars,895.0
fos,fam76b,1428.0
fos,ncapg2,983.0
fos,cela1,1113.0
fos,lsp1,1214.0
fos,cdt1,986.0
fos,zfp367,791.0
fos,p2ry14,1496.0
fos,coq8a,1212.0
fos,pacsin2,1100.0
fos,tango2,1204.0
fos,cenpk,1162.0
fos,ctla2b,1450.0
fos,plec,872.0
fos,uckl1,957.0
fos,2610301b20rik,1948.0
fos,rnf13,1052.0
fos,sacm1l,1653.0
fos,narf,851.0
fos,ezr,853.0
fos,cdca8,986.0
fos,orc2,1066.0
fos,ncapd2,1395.0
fos,cytip,977.0
fos,far1,1212.0
fos,cd63,703.0
fos,isg20,733.0
fos,rangap1,534.0
fos,fzr1,709.0
fos,zfp871,690.0
fos,xab2,906.0
fos,ifi203,911.0
fos,naa35,863.0
fos,cks1b,715.0
fos,tubgcp2,619.0
fos,fem1b,798.0
fos,rcor1,830.0
fos,cops8,556.0
fos,ckap2l,627.0
fos,mcm3,827.0
fos,fbxo5,884.0
fos,unk,405.0
fos,cd1d1,732.0
fos,mfsd1,1883.0
fos,zyx,523.0
fos,tes,525.0
fos,mthfd1,521.0
fos,zfp945,451.0
fos,cish,518.0
fos,tmem97,693.0
fos,hexa,1889.0
fos,arl6ip6,580.0
fos,rmnd5a,696.0
fos,chp1,524.0
fos,apoe,775.0
fos,zfp930,503.0
fos,incenp,561.0
fos,asf1b,728.0
fos,tspan33,653.0
fos,tars,410.0
fos,kat7,679.0
fos,hmmr,723.0
fos,zfp961,633.0
fos,gnpda1,885.0
fos,plaa,398.0
fos,mndal,744.0
fos,cenpa,401.0
fos,ccnb2,590.0
fos,nudt9,620.0
fos,9430015g10rik,579.0
fos,nfkbia,773.0
fos,wars,417.0
fos,e2f8,369.0
fos,ccnb1,553.0
fos,ckap5,598.0
fos,gbp2,523.0
fos,uba7,628.0
fos,pcyt1a,364.0
fos,eps15,479.0
fos,gcnt2,573.0
fos,mrm1,322.0
fos,spc24,515.0
fos,clcn4,445.0
fos,sphk1,428.0
fos,plek,616.0
fos,mrpl37,523.0
fos,crk,1230.0
fos,tcf12,347.0
fos,erlin1,531.0
fos,rpa2,341.0
fos,tfg,293.0
fos,scarb1,425.0
fos,hnrnpll,552.0
fos,cdca4,552.0
fos,mt2,425.0
fos,fbxw5,412.0
fos,etf1,581.0
fos,itsn1,479.0
fos,ctnna1,254.0
fos,rad51ap1,491.0
fos,picalm,477.0
fos,mns1,477.0
fos,hspa4l,475.0
fos,rcc1,392.0
fos,chordc1,548.0
fos,zdhhc13,453.0
fos,slc11a2,544.0
fos,vps33a,1627.0
fos,uhrf1,492.0
fos,e2f6,356.0
fos,cdc45,331.0
fos,abcb4,529.0
fos,pde4b,467.0
fos,ccnf,456.0
fos,uap1,471.0
fos,slc30a5,311.0
fos,sgo1,968.0
fos,atad2,296.0
fos,elac2,462.0
fos,aqp9,565.0
fos,birc5,584.0
fos,lrrfip1,377.0
fos,ebi3,508.0
fos,mt1,413.0
fos,nup88,523.0
fos,mki67,533.0
fos,nsdhl,433.0
fos,ctla2a,1164.0
fos,jun,587.0
fos,dnpep,252.0
fos,ifrd2,466.0
fos,kif22,426.0
fos,psat1,278.0
fos,dusp1,369.0
fos,pld3,523.0
fos,emilin2,348.0
fos,ndel1,461.0
fos,pitrm1,287.0
fos,vwa5a,293.0
fos,armt1,1426.0
fos,kpna3,298.0
fos,tmc6,335.0
fos,naa50,279.0
fos,iars,383.0
fos,hsd3b7,425.0
fos,ap5m1,231.0
fos,stat3,243.0
fos,gsr,322.0
fos,f11r,308.0
fos,hagh,317.0
fos,cyb5r3,350.0
fos,mars,319.0
fos,timm29,226.0
fos,b230219d22rik,247.0
fos,sesn1,261.0
fos,esyt2,235.0
fos,tmem129,255.0
fos,tacc3,255.0
fos,tcirg1,305.0
fos,ercc8,258.0
fos,gosr2,443.0
fos,nudcd1,338.0
fos,slc25a21,514.0
fos,mettl27,275.0
fos,ptpn12,357.0
fos,galk2,226.0
fos,atp6ap2,381.0
fos,nup93,151.0
fos,rbpms,252.0
fos,casp4,362.0
fos,rabif,274.0
fos,aurka,432.0
fos,gna13,317.0
fos,snx10,407.0
fos,cdk19,489.0
fos,dusp2,389.0
fos,umps,241.0
fos,leprot,313.0
fos,dnajc10,247.0
fos,neurl3,356.0
fos,oat,258.0
fos,hus1,227.0
fos,ankrd27,328.0
fos,ccna2,233.0
fos,hpn,323.0
fos,ilvbl,275.0
fos,zfp655,331.0
fos,rgcc,242.0
fos,ado,243.0
fos,rrm2,304.0
fos,mapk9,231.0
fos,slc31a1,229.0
fos,tpx2,228.0
fos,sgta,222.0
fos,cast,293.0
fos,calu,209.0
fos,dus1l,589.0
fos,tgm2,419.0
fos,gorasp1,263.0
fos,wdsub1,301.0
fos,pqlc3,248.0
fos,ampd3,271.0
fos,vps26c,162.0
fos,cdc20,269.0
fos,fos,471.0
fos,rgs2,177.0
fos,ly6a,331.0
fos,vps11,674.0
fos,l2hgdh,274.0
fos,tor3a,213.0
fos,zfp451,218.0
fos,scfd1,232.0
fos,slc30a6,300.0
fos,lig1,198.0
fos,rassf5,212.0
fos,ube2g2,251.0
fos,alg9,339.0
fos,gtf2h1,795.0
fos,trmt2a,200.0
fos,anxa6,235.0
fos,rexo4,437.0
fos,ipo4,209.0
fos,abtb1,188.0
fos,nolc1,153.0
fos,ypel3,224.0
fos,rab31,283.0
fos,hsph1,233.0
fos,uba3,283.0
fos,d1ertd622e,237.0
fos,trmt6,367.0
fos,pot1a,180.0
fos,pqlc1,217.0
fos,lonp1,430.0
fos,slc20a1,204.0
fos,acss2,221.0
fos,metap1d,434.0
fos,cyb5r1,210.0
fos,trim30a,246.0
fos,tvp23b,208.0
fos,tpp1,340.0
fos,supt7l,531.0
fos,steap3,212.0
fos,tbc1d15,223.0
fos,ctps,275.0
fos,rasa3,240.0
fos,gtf2f1,261.0
fos,seh1l,213.0
fos,mis18bp1,305.0
fos,sec23ip,230.0
fos,ubap1,626.0
fos,d10wsu102e,195.0
fos,nudcd3,432.0
fos,gata2,761.0
fos,aldh9a1,160.0
fos,serpinb9,163.0
fos,acox1,198.0
fos,ddx20,227.0
fos,atg16l1,187.0
fos,rfc4,318.0
fos,ctsc,234.0
fos,mtmr6,185.0
fos,mtrex,216.0
fos,rtp4,240.0
fos,nae1,276.0
fos,snrnp200,417.0
fos,zfp322a,176.0
fos,pja2,358.0
fos,aurkb,315.0
fos,dok2,240.0
fos,ncln,213.0
fos,usp8,125.0
fos,ptdss2,169.0
fos,nedd1,156.0
fos,serpina3g,307.0
fos,plin3,194.0
fos,anxa5,183.0
fos,stk25,144.0
fos,polr2b,141.0
fos,zzz3,671.0
fos,asah1,199.0
fos,aplp2,235.0
fos,prss50,274.0
fos,mcm4,282.0
fos,btaf1,131.0
fos,gmfb,332.0
fos,itfg1,157.0
fos,gpr180,297.0
fos,nif3l1,261.0
fos,vps35,248.0
fos,orc6,248.0
fos,gstm5,289.0
fos,sqle,397.0
fos,fam136a,250.0
fos,mavs,204.0
fos,zfp62,315.0
fos,zfp639,159.0
fos,sppl2a,180.0
fos,elovl1,166.0
fos,rfesd,136.0
fos,anapc4,138.0
fos,st8sia4,246.0
fos,nptn,501.0
fos,spryd4,406.0
fos,pak1,201.0
fos,slc14a1,192.0
fos,optn,202.0
fos,grn,244.0
fos,mettl7a1,171.0
fos,nampt,164.0
fos,ganab,245.0
fos,tfrc,206.0
fos,pole3,138.0
fos,metap1,253.0
fos,mau2,164.0
fos,ctse,198.0
fos,cyp20a1,139.0
fos,tbxas1,170.0
fos,uba5,437.0
fos,ostm1,255.0
fos,gramd1a,233.0
fos,cdca5,196.0
fos,ndrg1,231.0
fos,1700017b05rik,184.0
fos,abl1,280.0
fos,abcf3,230.0
fos,uap1l1,143.0
fos,med22,189.0
fos,gnb4,202.0
fos,zfp35,194.0
fos,eftud2,370.0
fos,cnot7,119.0
fos,zdhhc6,254.0
fos,dcaf13,192.0
fos,adk,226.0
fos,mgst3,229.0
fos,cul4a,194.0
fos,clic4,138.0
fos,wdr75,165.0
fos,nup107,168.0
fos,nadk,185.0
fos,atad1,189.0
fos,prps1,152.0
fos,ldah,136.0
fos,slc29a1,269.0
fos,arap1,163.0
fos,adssl1,221.0
fos,procr,187.0
fos,hmbs,187.0
fos,fes,124.0
fos,clptm1l,146.0
fos,orc5,202.0
fos,lcp2,215.0
fos,xrcc5,172.0
fos,lztr1,132.0
fos,psmf1,443.0
fos,atp1b2,201.0
fos,klhl24,216.0
fos,lancl2,216.0
fos,emilin1,166.0
fos,fignl1,164.0
fos,gusb,160.0
fos,colgalt1,136.0
fos,fam168b,324.0
fos,nuf2,348.0
fos,tmub2,171.0
fos,rgs1,157.0
fos,yod1,277.0
fos,p2rx4,147.0
fos,exoc2,274.0
fos,gimap6,166.0
fos,pon2,169.0
fos,dpp8,180.0
fos,mapkapk3,163.0
fos,pkm,397.0
fos,fchsd2,189.0
fos,nsmaf,166.0
fos,phax,187.0
fos,zfp24,125.0
fos,necap2,204.0
fos,enpp4,239.0
fos,tcn2,368.0
fos,narfl,274.0
fos,minpp1,148.0
fos,stt3b,220.0
fos,ccne1,117.0
fos,dhfr,185.0
fos,zfp266,110.0
fos,atp6ap1,234.0
fos,fuca2,167.0
fos,tbcd,218.0
fos,prpf4,136.0
fos,lyz2,167.0
fos,tnfaip2,176.0
fos,ppox,148.0
fos,me2,194.0
fos,tmem168,217.0
fos,timm50,270.0
fos,rpp40,126.0
fos,ckap2,172.0
fos,usp10,145.0
fos,pwp1,160.0
fos,copg1,132.0
fos,urod,215.0
fos,laptm4b,332.0
fos,ifi30,190.0
fos,dennd1c,216.0
fos,bc005561,131.0
fos,poglut1,309.0
fos,prkab1,115.0
fos,ccdc137,186.0
fos,sdhaf2,302.0
fos,champ1,302.0
fos,cmpk2,159.0
fos,bysl,116.0
fos,alkbh8,168.0
fos,pclaf,149.0
fos,ak3,287.0
fos,mad2l1,179.0
fos,chmp3,200.0
fos,tmem186,150.0
fos,cnot10,176.0
fos,topors,195.0
fos,cd93,201.0
fos,tspan14,122.0
fos,eya2,198.0
fos,zkscan17,211.0
fos,rgs19,173.0
fos,pstpip1,141.0
fos,stard10,164.0
fos,ptdss1,203.0
fos,vps33b,110.0
fos,apeh,157.0
fos,arl8b,145.0
fos,ccng1,136.0
fos,dck,150.0
fos,usp37,132.0
fos,il15,166.0
fos,ints8,259.0
fos,psmd9,137.0
fos,eif1ad,258.0
fos,blvrb,157.0
fos,skap2,140.0
fos,trim47,136.0
fos,rnf139,169.0
fos,cdc6,129.0
fos,anapc2,157.0
fos,slc25a46,240.0
fos,adgrg3,238.0
fos,elp3,132.0
fos,eif2b1,130.0
fos,rpa1,144.0
fos,endod1,152.0
fos,casp2,233.0
fos,xpnpep1,121.0
fos,dhx33,232.0
fos,slc35a1,229.0
fos,exoc3,122.0
fos,aar2,228.0
fos,pigq,226.0
fos,fpgs,142.0
fos,twsg1,132.0
fos,plcg2,123.0
fos,psmd5,122.0
fos,ubxn2b,150.0
fos,gimap5,211.0
fos,cpt2,124.0
fos,vkorc1l1,128.0
fos,kidins220,208.0
fos,lrrc8c,112.0
fos,acaa2,104.0
fos,cln5,103.0
fos,ap1g2,110.0
fos,tmem109,198.0
fos,fgfr1op,114.0
fos,wdhd1,197.0
fos,klhl22,195.0
fos,fkbp1a,120.0
fos,ipo9,104.0
fos,cacfd1,132.0
fos,pgm1,189.0
fos,ddx1,188.0
fos,polr1b,184.0
fos,nol9,184.0
fos,ugcg,115.0
